idn	jahrzehnt	count	name	lat	lon
040427420	1570	182	Nürnberg	49.454166	11.0775
04062501X	1570	24	Venedig	45.438609	12.32667
040769828	1570	20	Salzburg	47.799166	13.043888
040219127	1570	22	Graz	47.066666	15.45
040129950	1570	229	Dresden	51.05089	13.738319
04053684X	1580	22	Schwäbisch Hall	49.111269	9.739078999999998
040031918	1580	3	Aschaffenburg	49.97704	9.152139
040219127	1580	28	Graz	47.066666	15.45
040082164	1580	3	Breslau	51.1	17.033329000000002
040181189	1580	18	Frankfurt am Main	50.115277	8.684166000000001
040648354	1580	15	Wasungen	50.6619	10.369469
040103250	1580	60	Coburg	50.259166	10.963611
04036934X	1580	7	Magdeburg	52.1275	11.629166
040345084	1580	2	Bad Langensalza	51.1075	10.645833
1010842749	1580	9	Tröchtelborn	51.0	10.816666
040352064	1580	191	Leipzig	51.339444	12.371111
040666409	1580	3	Wittenberg	51.8661	12.649728999999999
040239969	1580	3	Heidelberg	49.407678999999995	8.690789
040076164	1580	5	Bologna	44.493888	11.338888
040129950	1580	1419	Dresden	51.05089	13.738319
040427420	1580	182	Nürnberg	49.454166	11.0775
040769828	1580	20	Salzburg	47.799166	13.043888
040660095	1580	7	Wien	48.208199	16.37169
940743914	1580	9	Sömmerda	51.15914	11.11524
040270963	1580	20	Innsbruck	47.2625	11.394444
040555488	1580	229	Sondershausen	51.369729	10.87011
040110397	1580	3	Danzig	54.352049	18.64637
040766845	1580	3	Reval	59.436958999999995	24.753529999999998
040763102	1580	70	Prag	50.088039	14.420759
040243443	1580	4	Helmstedt	52.227899	11.00985
04008065X	1580	1195	Braunschweig	52.26594	10.52673
04062501X	1580	24	Venedig	45.438609	12.32667
040182665	1580	29	Freiberg	50.910833000000004	13.338610999999998
040298698	1580	2	Kassel	51.316666	9.5
040573923	1580	12	Stettin	53.428888	14.552776999999999
040611477	1580	6	Tübingen	48.522659999999995	9.05222
040364836	1580	3	Lübeck	53.868929	10.687289999999999
040384535	1580	15	Meiningen	50.567869	10.41521
040181227	1580	11	Frankfurt (Oder)	52.346944	14.550555
040214419	1580	2	Görlitz	51.155	14.988332999999999
040152405	1580	9	Erfurt	50.978611	11.032777000000001
040506983	1580	22	Rothenburg ob der Tauber	49.378611	10.186944
040231186	1580	4	Hamburg	53.583329000000006	10.0
040650839	1580	15	Weikersheim	49.478659	9.89977
040678970	1580	29	Zittau	50.897719	14.807639000000002
040365123	1580	229	Lüneburg	53.25083299999999	10.413888
041277937	1580	49	München	48.137221999999994	11.575277
040660095	1590	23	Wien	48.208199	16.37169
04062501X	1590	24	Venedig	45.438609	12.32667
04053684X	1590	22	Schwäbisch Hall	49.111269	9.739078999999998
040648354	1590	15	Wasungen	50.6619	10.369469
040678970	1590	29	Zittau	50.897719	14.807639000000002
040650839	1590	15	Weikersheim	49.478659	9.89977
040076164	1590	5	Bologna	44.493888	11.338888
040270963	1590	20	Innsbruck	47.2625	11.394444
040506983	1590	22	Rothenburg ob der Tauber	49.378611	10.186944
040182665	1590	29	Freiberg	50.910833000000004	13.338610999999998
040345084	1590	2	Bad Langensalza	51.1075	10.645833
040555488	1590	229	Sondershausen	51.369729	10.87011
04037100X	1590	31	Mailand	45.464269	9.18951
040384535	1590	15	Meiningen	50.567869	10.41521
040666409	1590	3	Wittenberg	51.8661	12.649728999999999
040278654	1590	16	Itzehoe	53.92099	9.51529
041158563	1590	17	Parma	44.799444	10.326111000000001
040231186	1590	20	Hamburg	53.583329000000006	10.0
040219127	1590	28	Graz	47.066666	15.45
040152405	1590	9	Erfurt	50.978611	11.032777000000001
041277937	1590	49	München	48.137221999999994	11.575277
040417190	1590	31	Neuburg a.d. Donau	48.731944	11.186944
040214419	1590	2	Görlitz	51.155	14.988332999999999
040364836	1590	3	Lübeck	53.868929	10.687289999999999
1010842749	1590	9	Tröchtelborn	51.0	10.816666
040766845	1590	3	Reval	59.436958999999995	24.753529999999998
040298698	1590	2	Kassel	51.316666	9.5
040110397	1590	3	Danzig	54.352049	18.64637
040573923	1590	12	Stettin	53.428888	14.552776999999999
040243443	1590	4	Helmstedt	52.227899	11.00985
04008065X	1590	1195	Braunschweig	52.26594	10.52673
040763102	1590	3	Prag	50.088039	14.420759
040611477	1590	6	Tübingen	48.522659999999995	9.05222
040769828	1590	20	Salzburg	47.799166	13.043888
940743914	1590	9	Sömmerda	51.15914	11.11524
040181227	1590	11	Frankfurt (Oder)	52.346944	14.550555
040031918	1590	3	Aschaffenburg	49.97704	9.152139
040103250	1590	60	Coburg	50.259166	10.963611
041149785	1590	17	Mantua	45.160309999999996	10.797839999999999
040427420	1590	182	Nürnberg	49.454166	11.0775
04036934X	1590	7	Magdeburg	52.1275	11.629166
040129950	1590	1419	Dresden	51.05089	13.738319
040082164	1590	3	Breslau	51.1	17.033329000000002
040181189	1590	18	Frankfurt am Main	50.115277	8.684166000000001
040352064	1590	192	Leipzig	51.339444	12.371111
040365123	1590	229	Lüneburg	53.25083299999999	10.413888
040239969	1590	3	Heidelberg	49.407678999999995	8.690789
040660095	1600	31	Wien	48.208199	16.37169
040666409	1600	3	Wittenberg	51.8661	12.649728999999999
040365123	1600	229	Lüneburg	53.25083299999999	10.413888
040270963	1600	20	Innsbruck	47.2625	11.394444
041149785	1600	28	Mantua	45.160309999999996	10.797839999999999
040181227	1600	11	Frankfurt (Oder)	52.346944	14.550555
040769828	1600	20	Salzburg	47.799166	13.043888
940743914	1600	9	Sömmerda	51.15914	11.11524
040648354	1600	15	Wasungen	50.6619	10.369469
040278654	1600	16	Itzehoe	53.92099	9.51529
040611477	1600	6	Tübingen	48.522659999999995	9.05222
040076164	1600	5	Bologna	44.493888	11.338888
040763102	1600	3	Prag	50.088039	14.420759
04062501X	1600	22	Venedig	45.438609	12.32667
040031918	1600	3	Aschaffenburg	49.97704	9.152139
1010842749	1600	9	Tröchtelborn	51.0	10.816666
040152405	1600	18	Erfurt	50.978611	11.032777000000001
040181189	1600	18	Frankfurt am Main	50.115277	8.684166000000001
041277937	1600	40	München	48.137221999999994	11.575277
040417190	1600	31	Neuburg a.d. Donau	48.731944	11.186944
04036934X	1600	7	Magdeburg	52.1275	11.629166
040573923	1600	12	Stettin	53.428888	14.552776999999999
040103250	1600	60	Coburg	50.259166	10.963611
040766845	1600	3	Reval	59.436958999999995	24.753529999999998
040298698	1600	2	Kassel	51.316666	9.5
040243443	1600	4	Helmstedt	52.227899	11.00985
040036146	1600	2	Augsburg	48.371388	10.898333000000001
04008065X	1600	1195	Braunschweig	52.26594	10.52673
041058003	1600	2	Bad Schandau	50.917429999999996	14.154939
041158563	1600	17	Parma	44.799444	10.326111000000001
040352064	1600	192	Leipzig	51.339444	12.371111
040129950	1600	1420	Dresden	51.05089	13.738319
040384535	1600	15	Meiningen	50.567869	10.41521
040650839	1600	15	Weikersheim	49.478659	9.89977
040182665	1600	31	Freiberg	50.910833000000004	13.338610999999998
04053684X	1600	22	Schwäbisch Hall	49.111269	9.739078999999998
040364836	1600	3	Lübeck	53.868929	10.687289999999999
040555488	1600	229	Sondershausen	51.369729	10.87011
040678970	1600	29	Zittau	50.897719	14.807639000000002
040239969	1600	3	Heidelberg	49.407678999999995	8.690789
1053592590	1600	2	Weesenstein	50.933333000000005	13.859444
040345084	1600	2	Bad Langensalza	51.1075	10.645833
040110397	1600	16	Danzig	54.352049	18.64637
040506983	1600	22	Rothenburg ob der Tauber	49.378611	10.186944
040219127	1600	28	Graz	47.066666	15.45
040427420	1600	182	Nürnberg	49.454166	11.0775
040231186	1600	19	Hamburg	53.583329000000006	10.0
04037100X	1600	31	Mailand	45.464269	9.18951
040103250	1610	57	Coburg	50.259166	10.963611
040364836	1610	3	Lübeck	53.868929	10.687289999999999
04008065X	1610	1195	Braunschweig	52.26594	10.52673
1053592590	1610	102	Weesenstein	50.933333000000005	13.859444
040678970	1610	129	Zittau	50.897719	14.807639000000002
040298698	1610	2	Kassel	51.316666	9.5
040766845	1610	3	Reval	59.436958999999995	24.753529999999998
041277937	1610	38	München	48.137221999999994	11.575277
040152405	1610	18	Erfurt	50.978611	11.032777000000001
1010842749	1610	9	Tröchtelborn	51.0	10.816666
040387496	1610	4	Merseburg	51.354721999999995	11.989166
040417190	1610	31	Neuburg a.d. Donau	48.731944	11.186944
040352064	1610	342	Leipzig	51.339444	12.371111
040129950	1610	1464	Dresden	51.05089	13.738319
040652475	1610	4	Weißenfels	51.201388	11.968333
040506983	1610	22	Rothenburg ob der Tauber	49.378611	10.186944
040076164	1610	5	Bologna	44.493888	11.338888
040145646	1610	2	Emden	53.367449	7.2077789999999995
040650839	1610	15	Weikersheim	49.478659	9.89977
04053684X	1610	22	Schwäbisch Hall	49.111269	9.739078999999998
041158563	1610	17	Parma	44.799444	10.326111000000001
040278654	1610	16	Itzehoe	53.92099	9.51529
04062501X	1610	13	Venedig	45.438609	12.32667
040660095	1610	91	Wien	48.208199	16.37169
040093514	1610	2	Cambridge	52.2	0.11667000000000001
040769828	1610	20	Salzburg	47.799166	13.043888
040696952	1610	100	Brüx	50.503009999999996	13.636169
940743914	1610	9	Sömmerda	51.15914	11.11524
040110397	1610	23	Danzig	54.352049	18.64637
040181189	1610	18	Frankfurt am Main	50.115277	8.684166000000001
040504719	1610	58	Rom	41.894739	12.4839
040182665	1610	131	Freiberg	50.910833000000004	13.338610999999998
041151704	1610	33	Modena	44.647828999999994	10.92539
040365123	1610	229	Lüneburg	53.25083299999999	10.413888
040032604	1610	33	Assisi	43.069139	12.61646
040270963	1610	20	Innsbruck	47.2625	11.394444
04037100X	1610	31	Mailand	45.464269	9.18951
040231186	1610	63	Hamburg	53.583329000000006	10.0
040371247	1610	27	Mainz	50.644721999999994	8.475277
040670376	1610	27	Würzburg	49.787779	9.936109
04036934X	1610	7	Magdeburg	52.1275	11.629166
040448282	1610	3	Passau	48.566388	13.431110999999998
040031918	1610	3	Aschaffenburg	49.97704	9.152139
040243443	1610	4	Helmstedt	52.227899	11.00985
040573923	1610	12	Stettin	53.428888	14.552776999999999
041149785	1610	28	Mantua	45.160309999999996	10.797839999999999
041058003	1610	2	Bad Schandau	50.917429999999996	14.154939
040555488	1610	229	Sondershausen	51.369729	10.87011
041103904	1610	3	Kremsier	49.297849	17.393119
040440419	1610	2	Osterode am Harz	51.726665999999994	10.250833
040036146	1610	2	Augsburg	48.371388	10.898333000000001
040611477	1610	6	Tübingen	48.522659999999995	9.05222
040030113	1610	4	Arnstadt	50.840478999999995	10.95198
040427420	1610	15	Nürnberg	49.454166	11.0775
040666409	1610	3	Wittenberg	51.8661	12.649728999999999
040219127	1610	28	Graz	47.066666	15.45
040145646	1620	2	Emden	53.367449	7.2077789999999995
040371247	1620	27	Mainz	50.644721999999994	8.475277
040660095	1620	157	Wien	48.208199	16.37169
04053863X	1620	58	Schweinfurt	50.04937	10.22175
04008065X	1620	1195	Braunschweig	52.26594	10.52673
040152405	1620	34	Erfurt	50.978611	11.032777000000001
040446603	1620	9	Paris	48.853409	2.3488
040243443	1620	4	Helmstedt	52.227899	11.00985
041149785	1620	28	Mantua	45.160309999999996	10.797839999999999
940743914	1620	9	Sömmerda	51.15914	11.11524
040129950	1620	1254	Dresden	51.05089	13.738319
040763293	1620	60	Preßburg	48.148159	17.106739
040670376	1620	27	Würzburg	49.787779	9.936109
040769828	1620	41	Salzburg	47.799166	13.043888
040043916	1620	17	Bamberg	49.898610999999995	10.900555
041103904	1620	3	Kremsier	49.297849	17.393119
041158563	1620	17	Parma	44.799444	10.326111000000001
040093514	1620	2	Cambridge	52.2	0.11667000000000001
040666409	1620	3	Wittenberg	51.8661	12.649728999999999
1053592590	1620	102	Weesenstein	50.933333000000005	13.859444
040652475	1620	4	Weißenfels	51.201388	11.968333
1010842749	1620	9	Tröchtelborn	51.0	10.816666
040417190	1620	31	Neuburg a.d. Donau	48.731944	11.186944
04053684X	1620	22	Schwäbisch Hall	49.111269	9.739078999999998
04011077X	1620	58	Darmstadt	49.870559	8.64944
040448282	1620	3	Passau	48.566388	13.431110999999998
04036934X	1620	7	Magdeburg	52.1275	11.629166
040387496	1620	4	Merseburg	51.354721999999995	11.989166
040076164	1620	5	Bologna	44.493888	11.338888
040278654	1620	16	Itzehoe	53.92099	9.51529
04031541X	1620	5	Königsberg	54.70649	20.51095
040182665	1620	131	Freiberg	50.910833000000004	13.338610999999998
040110397	1620	42	Danzig	54.352049	18.64637
040440419	1620	2	Osterode am Harz	51.726665999999994	10.250833
04037100X	1620	31	Mailand	45.464269	9.18951
040504719	1620	71	Rom	41.894739	12.4839
041151704	1620	33	Modena	44.647828999999994	10.92539
040270963	1620	33	Innsbruck	47.2625	11.394444
040573923	1620	12	Stettin	53.428888	14.552776999999999
041277937	1620	53	München	48.137221999999994	11.575277
040364836	1620	3	Lübeck	53.868929	10.687289999999999
040031918	1620	3	Aschaffenburg	49.97704	9.152139
040219127	1620	28	Graz	47.066666	15.45
040103250	1620	57	Coburg	50.259166	10.963611
040506983	1620	22	Rothenburg ob der Tauber	49.378611	10.186944
040427420	1620	15	Nürnberg	49.454166	11.0775
040181189	1620	18	Frankfurt am Main	50.115277	8.684166000000001
040352064	1620	342	Leipzig	51.339444	12.371111
040030113	1620	4	Arnstadt	50.840478999999995	10.95198
040216527	1620	58	Gotha	50.948055	10.701666000000001
040650839	1620	15	Weikersheim	49.478659	9.89977
040231186	1620	63	Hamburg	53.583329000000006	10.0
040696952	1620	100	Brüx	50.503009999999996	13.636169
040678970	1620	129	Zittau	50.897719	14.807639000000002
040611477	1620	6	Tübingen	48.522659999999995	9.05222
041058003	1620	2	Bad Schandau	50.917429999999996	14.154939
040036146	1620	20	Augsburg	48.371388	10.898333000000001
04062501X	1620	13	Venedig	45.438609	12.32667
040298698	1620	2	Kassel	51.316666	9.5
040032604	1620	33	Assisi	43.069139	12.61646
040766845	1620	3	Reval	59.436958999999995	24.753529999999998
040129950	1630	1353	Dresden	51.05089	13.738319
04008065X	1630	1286	Braunschweig	52.26594	10.52673
040652475	1630	4	Weißenfels	51.201388	11.968333
040076164	1630	5	Bologna	44.493888	11.338888
041058003	1630	2	Bad Schandau	50.917429999999996	14.154939
040352064	1630	161	Leipzig	51.339444	12.371111
04051594X	1630	8	Sankt Gallen	47.423888	9.374722
040769828	1630	41	Salzburg	47.799166	13.043888
040417190	1630	31	Neuburg a.d. Donau	48.731944	11.186944
040036146	1630	20	Augsburg	48.371388	10.898333000000001
040440419	1630	2	Osterode am Harz	51.726665999999994	10.250833
040093514	1630	2	Cambridge	52.2	0.11667000000000001
040216527	1630	58	Gotha	50.948055	10.701666000000001
041103904	1630	3	Kremsier	49.297849	17.393119
040043916	1630	17	Bamberg	49.898610999999995	10.900555
040427420	1630	15	Nürnberg	49.454166	11.0775
040152405	1630	34	Erfurt	50.978611	11.032777000000001
040030113	1630	4	Arnstadt	50.840478999999995	10.95198
04036934X	1630	3	Magdeburg	52.1275	11.629166
040371247	1630	27	Mainz	50.644721999999994	8.475277
1010842749	1630	9	Tröchtelborn	51.0	10.816666
040670376	1630	27	Würzburg	49.787779	9.936109
040032604	1630	33	Assisi	43.069139	12.61646
040219127	1630	6	Graz	47.066666	15.45
